artist,song,text,sentimento
Ace Of Base,Never Gonna Say I'm Sorry,"I'm never gonna say I'm sorry, I'm a clown for everyone I'm never gonna let you down, I'm always here like a sun I'm a looser, that is a fact for sure I'm happy even if you don't want To invite me out for a dance tonight I'm not normal, I know, I don't care I'm never gonna say I'm always here like a sun, I'm always here Like a ghost I follow your steps so true You don't have to bribe me or fill me up Give me just a minute to shine with you I will make you so happy, make you laugh I'm never gonna say I'm sorry for The essence of my soul There's so many ways to change my life 'Cause I want to, oh I'm like a clown, I'm fun for everyone, I'm never gonna say I'm sorry ",Positiva
Ace Of Base,Perfect World,"They say the time has come for us To start again I believe that's true They say the time has come for us To make amends And I believe that too Why tell me why Is it all so hard to find I pray each day For a perfect world Where children are laughing Lovers romancing Time stands still A perfect world There's nothing to cry for No one to die for Wonderful In a perfect world Our father's father says that Things were better then How easy they forgot On every page in every book of history A thousand tears were shed There's hope in our hearts And love in our eyes Day after day I keep searching Why tell me why Is it all so hard to find I pray each day For a perfect world, Show me the way I'm to understand That you prove to myself that I'm a man And you love, but you can't look from above Travel cross the seven seas to be with you Passion and desire will see me through The road that I must travel will wind and curl You're all I ever needed in a perfect world ",Positiva
Ace Of Base,Who Am I,"I was born in the shadows Under the Iberian sun I was the dawn of the valley Under the Iberian sun I once was a sinner But who was not? I really liked to rumble and hustle a lot But where is the key monster He is not here I am just a gatekeeper Now so sincere Now so sincere Now so sincere Who am I What is the purpose Who am I And where do I flee? Who am I I'd like to remember Who am I And who do I want to be Who do I want to be Who am I And who do I want to be I went down to the river Trying to find peace in my mind In the throw I saw you glimmer The desire for you made me blind I first saw you at the distance When the moon's at its height I came to get to know you A disclosure so bright I knew, in my heart When your flair made me swoon I am just a prisoner In search of my tune Who am I What is the purpose Who am I From where do I flee? Who am I I'd like to remember Who am I And who do I want to be ",Positiva
Adam Sandler,Camp Granada,"Hello mudda, hello fadda Here I am at camp granada Camp is very entertaining They say we'll have some fun when it stops raining I went hiking with joe spivy He developed poison ivy You remeber leonard skinner He got ptomaine poisoning last night after dinner All the counslers hate the waiters And the lake has alligators And the head coach wants no sissies So he reads to us from something called uylesses I don't want this, should I scare ya But my bunk mate has malaria You remember jeffery hardy They're about to organize a searching party Take me home, o mudda fudda Take me home, I hate granada Don't leave me out in the forest Where I might get eaten by a bear Take me home, I promise I will not make noise Or mess the house with other boys O please don't make me stay I've been here one whole day Dearest fadda, darling mudda How's my precious little brudda Let me come home, if you miss me I would even let aunt bertha hug and kiss me Wait a minute, it stopped hailing Guys are swimming, gals are sailing Playing base ball, gee that's bedda Mudda fudda kindly disregard this letter! ",Negativa
Adam Sandler,Creepin' On The Mayor,"Oh, shit, is that them crazy fucks from across town? They didn't see me, did they? Fuck it, they headin this way! Damn! Gotta be somewhere to hide around here! No bushes, no trees, what the fuck!? I'll just hide my ass in this garbage can! There we go, safe and sound... No motherfucker's gonna find me here! Shit, I'll just wash my clothes later! (Gangsters) Where'd you run to, you candy ass motherfucker? You can hide all you want, but when we find you we still gonna fuck you up! See you tomorrow, bitch! (gunshots) No you won't, cause I'm gonna stay in my basement all day... I sure fooled them stupid fucks, hehehe... (Woman) I'll be right there honey! Just let me throw these dirty diapers out! (Man) Okay, baby (Woman) Man, they stink! That baby couldn't stop shittin today! (Man) I know, baby I don't care, baby shit don't mean nothin cause I'm safe and sound! Shit, no one can fuck with me in this tin can! I'm a Motherfuckin untouchable! Yeah, yeah! ",Negativa
Adam Sandler,Love Stinks,"Whooo hoo Cindy and Scott are newley-weds Whoop-Ee-Doo He loves her, but she loves this guy,(right over here) And he loves somebody else - You just can't win. And so it goes until the day you die. This thing they call love, Its gonna make you cryyy I hate you. I've had the blues, the reds and the pinks. One thing's for suurre... Love stinks Love stinks... Yeah yeah... Love stinks! Love stinks! Yeah yeah... Love Stinks Love stinks! Yeah yeah... Looove stinks! Yeah yeah (adam gets punched out) ",Negativa
Adam Sandler,Mr. Bake-O," I'm sitting in my chair watching the TV It's not even on but there's plenty for me to see I just lit some crazy ass shit that my friend overnight mailed to me I'm fucking wasted It's the best shit I ever tasted I think they fucking laced it Cause I'm so damn lambasted Oh my friend came over so I packed him a pipe I told him he better go easy with this shit but he didn't believe the hype He sparked three bows just to show he could take it Two minutes later he was playing backgammon naked He's fucking wasted It's the best shit he ever tasted He's lost in fucking spaced-ed Cause he's so wicked wicked wasted Oh I spent the last two hours hiding under my bed Cause I looked in the garbage can and I think I saw my Uncle Louie's head I'm fucking wasted Well my friend blew a hit into my pet bird's face The bird laughed hysterically and started to moonwalk all over the place He tripped over the toaster wire and fell on his beak He looked at the two of us and he started to speak I'm fucking wasted It's the best shit I've ever tasted My brain's been erased-ed Well fucking fried I'm sitting in the bathtub wanting something to eat I wanted a pizza the bird said Pepperoni would be sweet Delivery guy showed up four hours later, handed me his shoe I said we ordered pizza buddy, what the hell's up with you I'm fucking wasted It's the best shit I ever fucking tasted Oh fucking shit I'm way too baked ",Negativa
Adam Sandler,Steve Polychronopolous,I'm a big fuckin' dick I'm a pain in your ass I drink all your beer I'll eat the last slice I'll give you charley horses I'll pull your shorts down at the beach I always need a ride Nobody likes me My name's Steve Motherfucking Polychronopolous I spit when I talk I swear in front of your mother I throw shit at the movies I wear tight pants I ask you to buy an extra Yankee ticket And then I don't show I tell you I saw your girlfriend Fucking two guys at a party 'Cause my name's Steve Motherfucking Polychronopolous I'll piss on your toilet seat and tell your dad you got stoned I'll borrow your jacket and never think of returning it Polychronopolous Pansy Pussy Shit for brains Douchebag I'll leave your gate open So your dog runs away I'll make fun of your pimple Then I'll grab your sister's ass 'Cause my name's Steve Motherfucking Polychronopolous And I don't care And I don't give a shit I'll break your brother's stereo And then tell him it was you You think you're better than me Well you're fucking wrong Everybody knows I'm Steve Motherfucking Polychronopolous Deal with it ,Negativa
Adam Sandler,The Adventures Of The Cow,"Performed by adam sandler, frank, and randi Transcribed by a fan ""and now a cow at bat in the bottom of the 6th inning of a little league game getting hit by a pitch"" [baseball sounds and cow bell ringing,ball is hit and hits cow] Cow: moo ""and now a cow who goes skydiving for the very first time, and thinks his parachute isn't gonna open when it finnally does 40 feet from the ground"" [plane sounds] M1: alright cow, don't even think about just jump and enjoy the ride down, quit being a pansy and do it Cow: moo [ripcord sounds] Cow: moo,mrr [parachute opens] Cow: moow [thud] ""and now a cow who goes to the chicken hot drivethru and then gets halfway home before realising they forgot his french fries"" [cow opening paper bag] Cow: moo,moo [car screeches, and turns back around] Cow: mrr ""and now a cow winning first prise in the bellyflop contest at spring break and then realises he can't swim"" [cow walking towards pool, big splash] Cow: moo [crowd cheering] Cow: mrr,mrr [underwater moo] ""and now a club gets a dance at a classy strip club, when a bouncer notices he doesn't have any shoes on"" F1: ohh baby you like it when I dance with you Cow: moo F1: uh uh uh, you can't touch that Cow: moo Bouncer: keep your hands off the girl Cow: moo Bouncer: hey cow, you got no shoes on you gotta leave Cow: moo M2: hey watch it cow ""and now a cow playing tennis against farmer stinky thumbs arbuckle when the farmer makes an obvious bad call"" [tennis ball being hit] Farmer: that was out Cow: moo Farmer: don't tell me it wasn't cause I saw it and that was out Cow: moo Farmer: by at least 3 feet that's how far, come in look there is still a mark where it's out Cow: moo Farmer: don't tell that was from an old ball, that was this ball and this ball was out Cow: mrr Farmer: you cannot see from that angle Cow: moo ""and now a cow receives a phone call who he thinks is from a famous actor but he soon finds out it's just a practical joke"" [phone rings, cow picks it up] Farmer: hello may I speak to the cow Cow: moo Farmer: hi, I'm a famous actor Cow: moo Farmer: oh, thank you very much, I was wondering if you would like to go to dinner with me Cow: moo Farmer: why don't I make reservations? Cow: moo Farmer: and why don't I tell you my real name? farmer stinky thumbs arbuckle Cow: mrr Farmer: take that fatty Cow: mrr [slams down phone] ""and now a cow gets his revenge on farmer stinky thumbs arbuckle"" [car sounds] Farmer: pull over, pull the vehicle to the side of the road, I am warning you for the last time. [car hits farmer] Farmer: oooh Cow: mooooooooooooo ",Negativa
Adam Sandler,The Psychotic Legend Of Uncle Donnie,"Holy shit, this boat is sweet uncle donnie. It must be fast and shit. This fucking boat's got more balls then the fuckin celtic's lockeroom. Yeah but it musta cost you like 50 Gs or something. One might think that but guess what? It didn't cost me jack shit. What do you mean? I stole it out of a winter storage parking lot. No fucking way! You shitten me? Yeah, paintjob, change of the license and bingo here we are sunny times. Oh yeah, the sun is extra fucking hot, I had to stop drinking or I was gonna Pass out. I didn't eat all day, I'm extra fucking buzzed. ",Negativa
Adam Sandler,Welcome My Son,"Welcome my son to your very first day So proud to be the one Who brought you this way I love you with all my heart And my love is here to stay But I can't help worrying Will you eventually smoke weed? Soon enough you'll be walking You and me hand in hand The silly words you'll be talkin' Only daddy can understand We'll go out making snowmen Building castles in the sand And all the time I'm thinking, Will this kid end up smokin' weed? But time keeps on going And you keep on growin' You're now six years old You're getting so good at your spellin' But my mind is always dwellin' On the fact that you Could be the kind of guy Who grows up and needs To smoke weed on the couch All the time All the time So answer me this while You're lying in your little bed Why must you insist on bein' Such a fuckin' pothead? There's other things in life That can make you feel good But you just keep on smokin' your herb You can't get enough of Your precious, precious reefer Where you getting all this money To buy so much Hawaiian dope? ",Negativa
Adele,All I Ask,"[Verse 1] I will leave my heart at the door I won't say a word They've all been said before, you know So why don't we just play pretend Like we're not scared of what's coming next Or scared of having nothing left [Pre-Chorus] Look, don't get me wrong I know there is no tomorrow All I ask is [Chorus] If this is my last night with you Hold me like I'm more than just a friend Give me a memory I can use Take me by the hand while we do what lovers do It matters how this ends Cause what if I never love again? [Verse 2] I don't need your honesty It's already in your eyes and I'm sure my eyes, they speak for me No one knows me like you do And since you're the only one that matters, tell me who do I run to? [Pre-Chorus] Now, don't get me wrong I know there is no tomorrow All I ask is [Chorus] If this is my last night with you Hold me like I'm more than just a friend Give me a memory I can use Take me by the hand while we do what lovers do It matters how this ends Cause what if I never love again? [Bridge] Let this be our lesson in love Let this be the way we remember us I don't wanna be cruel or vicious And I ain't asking for forgiveness All I ask is... [Chorus] If this is my last night with you Hold me like I'm more than just a friend Give me a memory I can use Take me by the hand while we do what lovers do It matters how this ends Cause what if I never love again? ",Negativa
Adele,Can't Let Go,"[Verse 1] When did it go wrong, I will never know I have loved you all my life How did it slow down, I go round and round Thinking about it all the time [Pre-Chorus] I gave you heaven on a platter baby I gave you everything you never gave me I never lied and I never faked it Only wanted for you to save me This love, it ain't over yet There's too much that I haven't said [Chorus] Did you find the note that I wrote? I hid it in the seam of your coat It was hard to write with a lump in my throat Do you even know I can't let go [Verse 2] Why were you so cold, let the truth be told Tell me was it all for the thrill? What was I thinking, I gave you everything But you still went for the kill [Pre-Chorus] I gave you heaven on a platter baby I gave you everything you never gave me I never lied and I never faked it Only wanted for you to save me [Chorus] Did you find the note that I wrote? I hid it in the seam of your coat It was hard to write with a lump in my throat Do you even know I can't let go [Bridge] Oooh sometimes I feel like I'm in the dark Oooh I thought I'd die in your arms [Chorus] Did you find the note that I wrote? I hid it in the seam of your coat It was hard to write, I had a lump in my throat Do you even know that I can't let go [Outro] Hope you know, I won't let go ",Positiva
Adele,Crazy For You,"Found myself today singing out your name, You said I'm crazy, If I am I'm crazy for you. Sometimes sitting in the dark wishing you were here Turns me crazy, But it's you who makes me lose my head. And every time I'm meant to be acting sensible You drift into my head And turn me into a crumbling fool. Tell me to run and I'll race, If you want me to stop I'll freeze, And if you want me gone. I'll leave, just hold me closer baby, And make me crazy for you. Crazy for you. Lately with this state I'm in I can't help myself but spin. I wish you'd come over, Send me spinning closer to you. My oh my, how my blood boils, it's sweet taste for you, Strips me down bare And gets me into my favorite mood. I keep on trying, fighting these feelings away, But the more I do, The crazier I turn into. Pacing floors and opening doors, Hoping you'll walk through And save me boy, Because I'm too crazy for you. Crazy for you ",Negativa
Adele,Daydreamer,"Daydreamer Sitting on the sea Soaking up the sun He is a real lover And making up the past Feeling up his girl Like he's never felt a figure before A jaw dropper Looks good when he walks Is the subject of their talk He would be hard to chase But good to catch And he could change the world With his hands behind his back, oh You can find him sittin' on your doorstep Waiting for a surprise And he will feel like he's been there for hours And you can tell that he'll be there for life Daydreamer With eyes that make you melt He lends his coat for shelter Plus he's there for you When he shouldn't be But he stays all the same Waits for you Then sees you through There's no way I Could describe him What I'll say is Just what I'm hoping for But I will find him sittin' on my doorstep Waiting for a surprise And he will feel like he's been there for hours And I can tell that he'll be there for life And I can tell that he'll be there for life ",Positiva
Adele,Hello,"[Verse 1] Hello, it's me I was wondering if after all these years You'd like to meet, to go over Everything They say that time's supposed to heal ya But I ain't done much healing Hello, can you hear me? I'm in California dreaming about who we used to be When we were younger and free I've forgotten how it felt before the world fell at our feet [Pre-Chorus 1] There's such a difference between us And a million miles [Chorus] Hello from the other side I must've called a thousand times to tell you I'm sorry, for everything that I've done But when I call you never seem to be home Hello from the outside At least I can say that I've tried to tell you I'm sorry, for breaking your heart But it don't matter, it clearly doesn't tear you apart anymore [Verse 2] Hello, how are you? It's so typical of me to talk about myself I'm sorry, I hope that you're well Did you ever make it out of that town Where nothing ever happened? [Pre-Chorus 2] It's no secret That the both of us are running out of time [Chorus] Hello from the other side I must've called a thousand times to tell you I'm sorry, for everything that I've done But when I call you never seem to be home Hello from the outside At least I can say that I've tried to tell you I'm sorry, for breaking your heart But it don't matter, it clearly doesn't tear you apart anymore [Bridge] Ooooohh, anymore Ooooohh, anymore Ooooohh, anymore Anymore [Chorus] Hello from the other side I must've called a thousand times to tell you I'm sorry, for everything that I've done But when I call you never seem to be home Hello from the outside At least I can say that I've tried to tell you I'm sorry, for breaking your heart But it don't matter, it clearly doesn't tear you apart anymore ",Negativa
Adele,I Miss You,"[Verse 1] I want every single piece of you I want your heaven and your oceans too Treat me soft but touch me cruel I wanna teach you things you never knew, ooh baby Bring the floor up to my knees Let me fall into your gravity Then kiss me back to life to see Your body standing over me [Pre-Chorus] Baby, don't let the lights go down Baby, don't let the lights go down Baby, don't let the lights go down Lights go down, lights go down Lights go down, lights go down Down, down, down [Chorus] I miss you when the lights go out It illuminates all of my doubts Pull me in, hold me tight Don't let go, baby give me light I miss you when the lights go out It illuminates all of my doubts Pull me in, hold me tight Don't let go, baby give me light [Verse 2] I love the way your body moves Towards me from across the room Brushing past my every groove No one has me like you do Baby, bring your heart, I'll bring my soul But be delicate with my ego I wanna step into your great unknown With you and me setting the tone [Pre-Chorus] Baby don't let the lights go down Baby don't let the lights go down Baby don't let the lights go down Lights go down, lights go down Lights go down, lights go down Down, down, down [Chorus] I miss you when the lights go out It illuminates all of my doubts Pull me in, hold me tight Don't let go, baby give me light I miss you when the lights go out It illuminates all of my doubts Pull me in, hold me tight Don't let go, baby give me light [Bridge] We play so dirty in the dark Cause we are living worlds apart It only makes it harder, baby It only makes it harder, baby Harder baby, harder baby [Chorus] I miss you when the lights go out It illuminates all of my doubts Pull me in, hold me tight Don't let go, baby give me light I miss you when the lights go out It illuminates all of my doubts Pull me in, hold me tight Don't let go, baby give me light [Outro] I miss you, I miss you I miss you, I miss you I miss you, I miss you I miss you, I miss you ",Negativa
Adele,Melt My Heart To Stone,"Right under my feet there's air made of bricks Pulls me down turns me weak for you I find myself repeating like a broken tune And I'm forever excusing your intentions That I give in to my pretendings Which forgive you each time Without me knowing They melt my heart to stone [Chorus] And I hear your words that I made up You say my name like there could be an us I best tidy up my head I'm the only one in love I'm the only one in love Each and every time I turn around to leave I feel my heart begin to burst and bleed So desperately I try to link it with my head But instead I fall back to my knees As you tear your way right through me I forgive you once again Without me knowing You've burnt my heart to stone And I hear your words that I made up You say my name like there could be an us I best tidy up my head I'm the only one in love I'm the only one in love Why do you steal my hand Whenever I'm standing my own ground You build me up, then leave me dead I hear your words you made up I say your name like there should be an us I best tidy up my head I'm the only one, in love I'm the only one in love ",Positiva
Adele,Need You Know,"Picture perfect memories, Scattered all around the floor. Reaching for the phone cause, I can't fight it anymore. And I wonder if I ever cross your mind. For me it happens all the time. It's a quarter after one, I'm all alone and I need you now. Said I wouldn't call, but I lost all control and I need you now. And I don't know how I can do without, I just need you now. Another shot of whiskey, can't stop looking at the door. Wishing you'd come sweeping in the way you did before. And I wonder if I ever cross your mind. For me it happens all the time. It's a quarter after one, I'm a little drunk, And I need you now. Said I wouldn't call but I lost all control and I need you now. And I don't know how I can do without, I just need you now. Yes I'd rather hurt than feel nothing at all. It's a quarter after one, I'm all alone and I need you now. And I said I wouldn't call but I'm a little drunk and I need you now. And I don't know how I can do without, I just need you now. I just need you now. Oh baby I need you now. ",Negativa
Adele,Now And Then,"Sometimes the hole you left hurts my heart so bad It cuts through the deepest parts of me And fills up my mouth with words that I cry How I'm still trying to stay inside Hearts break and hearts wait To make us grow from dust Then our eyes cry and souls sigh So that we know that it hurts Our hearts break and hearts wait To make us grow from dust Then our eyes cry and souls sigh So that we know that it hurts Every now and then my memories ache With the empty ideas of the ones we'd made But as time goes on and my age gets older I love the ones I know, they're enough to picture the rain 'Cause heart break and hearts wait To make us grow from dust Then our eyes cry and souls sigh So that we know that it hurts Our hearts break and hearts wait To make us grow from dust Then our eyes cry and souls sigh So that we know that it hurts You know when to make me, I might just your heal You know when to make me, I might just your heal You know when to make me, I might just your heal You know when to make me, I might just your heal ",Negativa
Adele,Someone Like You,"I heard, that you're settled down That you found a girl and you're, married now I heard, that your dreams came true I guess she gave you things I didn't give to you Old friend, why are you so shy Ain't like you to hold back Or hide from the light I hate to turn up out of the blue uninvited but I Couldn't stay away I couldn't fight it I had hoped you'd see my face And that you be reminded that for me it isn't over Never mind I'll find someone like you I wish nothing but the best For you too, don't forget me I beg, I'll remember you say Sometimes it lasts in love But sometimes it hurts instead Sometimes it lasts in love But sometimes it hurts instead yeah You know how the time flies Only yesterday it was the time of our lives We were born and raised In a summer haze bound by the surprise Of our glory days I hate to turn up out of the blue uninvited but I Couldn't stay away I couldn't fight it I hoped you'd see my face And that you'd be reminded that for me it isn't over Never mind I'll find someone like you I wish nothing but the best for you too Don't forget me I beg, I'll remember you say Sometimes it lasts in love but sometimes it hurts instead Nothing compares no worries or cares Regrets and mistakes their memories made Who would have known how bittersweet This would taste Never mind I'll find someone like you I wish nothing but the best for you Don't forget me I beg, I'll remember you say Sometimes it lasts in love but sometimes it hurts instead Never mind I'll find someone like you I wish nothing but the best for you too Don't forget me I beg, I'll remember you say Sometimes it lasts in love but sometimes it hurts instead Sometimes it lasts in love but sometimes it hurts instead ",Positiva
Adele,Think That I Get Told The Court,"[Verse 1] Looking for something I can be The fact I don't think it would mean The first half and I love the newspaper And the only way you want a boycott of the best way [Chorus] I, I, I, I I replaced with this I, I, I, I I replaced with this I just want to see my friends to be able too many things that make I love it so hard I don't think that I get told the court I, I, I, I I replaced with this I, I, I, I I replaced with this I just want to see my friends to be able too many things that make I love it so hard I don't think that I get told the court [Bridge] Feel what better chance can do for you Feel what better chance can do for you Feel what better chance can do for you [Verse 2] Instead it will take the first half and I have Under pressure from the same as I am Whoever you can get the same as a result of the bestselling Great to have to do that in my room for a long day ahead with its own section [Chorus] I, I, I, I I replaced with this I, I, I, I I replaced with this I just want to see my friends to be able too many things that make I love it so hard I don't think that I get told the court I, I, I, I I replaced with this I, I, I, I I replaced with this I just want to see my friends to be able too many things that make I love it so hard I don't think that I get told the court [Bridge] Feel what better chance can do for you Feel what better chance can do for you Feel what better chance can do for you [Refrain] Whoever you can get the same as a result of the bestselling Great to have to do that in my room for a long day ahead with its own section [Chorus] I, I, I, I I replaced with this I, I, I, I I replaced with this I just want to see my friends to be able too many things that make I love it so hard I don't think that I get told the court I, I, I, I I replaced with this I, I, I, I I replaced with this I just want to see my friends to be able too many things that make I love it so hard I don't think that I get told the court [Outro] Feel what better chance can do for you Feel... ",Positiva
Adele,You'll Never See Me Again,[Verse 1] In the darkness of my heart is a shadow of your face From the deepest part of my regret I hear the words I wish I'd said At the dawning of the day I can't wait to see the light Make up memories in my head They help to fill the emptiness you've left [Hook] I can't drown in your tears I won't face your fears I need to fight my own [Chorus] You'll never see me again oh baby in time Let the wait take me under I know I'll survive You'll never see me again ,Negativa
Aerosmith,All Your Love,"All your love I miss lovin' All your kiss I miss kissin' All your love I miss lovin' All your kiss I miss kissin' Ever since I left you baby, I never knew what I was missin' All your love I miss lovin' All your kiss I miss kissin' All your love I miss lovin' All your kiss I miss kissin' Ever since I left you baby, I never knew what I was missin' All your lovin pretty baby That I had in store for you All your lovin pretty baby That I had in store for you- What could a poor boy do? All your lovin pretty baby All your lovin pretty baby All your lovin pretty baby What could a poor boy do? All your lovin pretty babay All your kissin is kissin All the lovin you gave me pretty babay Ever since I left you baby, I never knew what I was missin' aaaah ",Negativa
Aerosmith,Bacon Biscuit Blues,"Put your biscuits in the oven Honey, put your buns in bed I wanna come inside your kitchen Wanna taste your shortening bread I want to jump into your skillet Honey, tickle your home fries I gotta hambone working fill it Won't you try it on for size Uh uh uh uh uh Baby ask me no questions I'll tell you no lies Put your biscuits in the oven Honey, watch my dumplin Rise up - early in the morning Rise up - late at night Rise up - gotta get me a warning Rise up - gonna whet your appetite Gonna shake and bake you honey I want a catcher in the rye I wanna sop up all your gravy From your deep dish apple pie So open up your menu I wanna slice your honey dew I love it honey when you Do me like you do Uh uh uh uh uh And if you ask me no questions And tell me no lies Put your biscuits in the oven Honey, watch my dumplin Rise up - early in the morning Rise up - late late late at night Rise up - giving me no warning Rise up - gonna wet your appetite ",Positiva
Aerosmith,Blind Man,"I took a course in hallelujah I went to night school for the blues I took some stuff they said would cool ya But nothing seemed to light my fuse But it's all in the past Like a check that's in the mail She was a tall whiskey glass I was an old hound dog that just loved to chase his tail Until I met a blind man Who taught me how to see A blind man Who could change night into day And if I can I'm gonna make you come with me Because here comes the sun and we'll be chasing all the clouds away I've had some lovers like a joy ride Some things are never what they seem My heaven's turned into a landslide I thank God I woke up from the dream Because here comes the sun and we'll be chasing all the clouds The way bees chase honey And drink all the flowers dry We'll be saving us a little money And if that don't do it, yeah, I know the reason why Don't make no sense lightin' candles There's too much moonlight in our eyes Because here comes the sun Ain't no surprise Ain't no doubt about it Gonna open up your eyes ",Positiva
Aerosmith,Draw The Line,"Checkmate honey, beat ya at your own damn game No dice honey, I'm livin' on the astral plane Feet's on the ground, and your head's goin' down the drain Oh, heads I win, tails you lose, to the never mind Where to draw the line An Indian summer, Carrie was all over the floor She was a wet net winner, and rarely ever left the store She'd sing and dance all night, and wrong all the right out of me Oh, pass me the vile and cross your fingers, it don't take time Know where to draw the line Hi ho silver, we were singin' all your cowboy songs Oh, you told Carrie, and promised her you wouldn't be long Heads I win, tails you lose, lord it's such a crime No dice honey, you're the salt, you're the queen of the brine Checkmate honey, you're the only one who's got to choose Where to draw the line Checkmate, don't be late Take another pull That's right Impossible When you got to be yourself You're the boss, the toss The price, the dice Grab yourself a slice Know where to draw the line ",Negativa
Aerosmith,Eat The Rich,"Well I woke up this morning On the wrong side of the bed And how I got to thinkin' About all those things you said About ordinary people And how they make you sick And if callin' names kicks back on you Then I hope this does the trick 'cause I'm sick of your complainin' About how many bills And I'm sick of all your bitchin' 'Bout your poodles and your pills And I just can't see no humor About your way of life And I think I can do more for you With this here fork and knife Eat the rich There's only one thing that they are good for Eat the rich Take one bite now - come back for more Eat the rich I gotta get this off my chest Eat the rich Take one bite now - spit out the rest So I called up my head shrinker And I told him what I'd done He said you best go on a diet Yeah, I hope you have some fun And a don't go burst the bubble On rich folks who get rude 'Cause you won't get in no trouble When you eats that kinda food Now they're smokin' up their junk bonds And then they go get stiff And they're dancin' in the yacht club With muff and uncle biff But there's one good thing that happens When you toss your pearls to swine Their attitudes may taste like shit But go real good with wine Eat the rich There's only one thing that they are good for Eat the rich Take one bite now - come back for more Eat the rich I gotta get this off my chest Eat the rich Take one bite now - spit out the rest Believe in all the good things That money just can't buy Then you won't get no bellyache From eatin' humble pie I believe in rags to riches Your inheritance won't last So take your gray poupon my friend And shove it up your ass Eat the rich There's only one thing that they are good for Eat the rich Take one bite now - come back for more Eat the rich I gotta get this off my chest Eat the rich Take one bite now - spit out the rest Eat the rich There's only one thing that they are good for Eat the rich Take one bite now - come back for more Eat the rich Don't stop me now, I'm goin' crazy Eat the rich That's my idea of a good time baby ",Negativa
Aerosmith,Falling In Love,"You're so bad, you're so bad, you're so You're so bad, you're so bad, you're so You think you're in love Like it's a real sure thing But every time you fall You get yo' ass in a sling You used to be strong But now it's ""ooh baby please"" 'Cause falling in love is so hard on the knees You're so bad, you're so bad, you're so You're so bad, you're so bad, you're so We was making love When you told me that you loved me I thought ol' cupid He was taking aim I was believer when you told me That you loved me And then you called me Someone else's name There ain't gonna be no more Beggin' you please You know what I want And it ain't one of these You're bad to the bone And your girlfriend agreed That falling in love is so hard on the knees You're so bad, you're so bad, you're so You're so bad, you're so Chip off the old block Man, you're so much like your sister My fantasize it must be out of luck My old libido has been Blowing a transistor I feel like I have been hit by a fuck Yeah I'm Jones' in' on love Yeah I got the DT's You say that we will Bbut there ain't no guarantees I'm major in love But in all minor key 'Cause falling in love is so hard on the knees What are you looking for It's got to be hard core Must be some kind of nouveau riche Is this your only chance Or some hypnotic trance Let's get you on a tighter leash You're so bad, you're so bad, you're so You're so bad, you're so bad, you're so You ain't that good Is what you said Down to the letter But you like the way I hold the microphone Sometimes I good but When I'm bad I'm even badder Don't give me no lip I've got enough of my own There ain't gonna be No more beggin' you please You know what I want And it ain't one of these You're bad to the bone And your girlfriend agreed That falling in love is so hard on the knees I'm jonesin' on love Yeah I got the DT's You say that we will, yeah But there ain't no guarantees I'm major in love But in all minor key 'Cause falling in love is so hard on the knees ",Negativa
Aerosmith,Fever,"I got a rip in my shoes And a hole in my brand new shoes I got a Margarita nose And a breath full of Mad Dog Booze I got the fever, fever, fever, fever Yeah, they threw me outta jail I tell ya it ain't fair I tried to kiss the judge From the electrica' chair Yeah we're all here 'Cause we're not all there tonight The guitar's cranked And the bass man's blown a fuse And when the whole gang bangs Then what is your excuse? I got the fever, fever, fever, fever Fever gives you lust with an appetite It hits you like the fangs From a rattlesnake bite Yeah we're all here 'Cause we're not all there tonight We can't run away from trouble There ain't no place that far But if we do it right at the speed of light There's the backseat of my car - caviar I was feelin' so high I forgot what day Now I'm feeling low down Even slow feels way to fast And now the booze don't work 'Cause the drugs ran out of gas I got the fever, fever, fever, fever The buzz that you're gettin' From the crack don't last I'd rather be O.D.in' on the crack of her ass Yeah we're all here 'Cause we're not all there tonight My first time ever lover We fell asleep out on the lawn And when I woke up I was all alone Making love to the crack of dawn So yo, I beg yo pardon sir The gangster of love rides again You know I gotta chill It gimme such a thrill Like a burnin' plague Yeah get outta my way Fever may be Hell and a cross to bear As long as I'm in heaven, honey I don't care You look so good baby, look so fine I tell you you're the image of a perfect crime You get so tired holdin' on so tight If you think you're goin' crazy Well you may be right Yeah we're all here 'Cause we're not all there tonight ",Negativa
Aerosmith,Get It Up,"Take me on your rocking horse Hit the lights and shut your doors. Grab your ankles , everyone. Ain't my way of having fun. Can't give it up, gotta give it up,give it up, c'mon Nancy. Can't give it up, get it up, for your fancy. Gotta get it up, get it up, c'mon Nancy. Can't get it up, gotta get it up, get it up, For your fantasies My ass don't speculate. I'm just your slave, your master's bait. And lots of luck into the night. Just waitin' for the bright light fright. Can't give it up, gotta give it up, get it up, c'mon Nancy. Really have a good time Really have a good time Suckin' up the moonshine. Up underneath her clothesline. Really have a good time. Love me til the sun... Can't get it up, gotta get it up, Gotta get it up, get it up, c'mon Nancy. Can't give it up, gotta get it up, get it up, get it up, For your fancy. Gotta get it up, get it up, get it up, c'mon Nancy. Can't get it up, gotta get it up, get it up, Get it up and down and all around. Take a ride and paint the town. Slow me down and make it fast. Scream almost and make it last. You know you gotta really have a good time. You know your really gonna, really have a good time. Suckin' up the moonshine. Up underneath the her clothesline. You know your really gonna, really have a good time. You know you really want to love me till the sun can't get it up. Get it up. ",Negativa
